Rating,Date,Content
Rating: 5,"Posted on June 11, 2022 by Fiona Lau","Rented for 2 years, sited in a quiet neighbourhood of Hillcrest, except for morning traffic Jam from 7am-7:30am (should be avoided) otherwise, this area is perfect for families..."
Rating: 5,"Posted on June 11, 2022 by andy lau","This is a nice place to stay, and great neighborhood with great people."
Rating: 5,"Posted on June 11, 2022 by Confident Guy","When we decide to invest in Bukit Timah area, Hillcrest Villa caught our attention, and this consistently fetching S$9-11k rental monthly, and preserve the value.  So far this..."
Rating: 5,"Posted on June 11, 2022 by Confident Guy","Have been staying in Hillcrest Villa for close to 7 years, bought it at S$2.5mn and is now S$3.8mn,  the value has increased tremendously especially the past few years.  One of..."
Rating: 0,"Posted on June 10, 2022 by annabelle lee",This is the worst condo I’ve ever stayed in my life. The only saving grace is the proximity to Tai Seng MRT station. The surroundings are super noisy from day to night. The...
Rating: 2.3,"Posted on June 10, 2022 by TJ Tan",Spacious rooms but little light and one issue with water or electric after another. MRT next door
Rating: 4.5,"Posted on June  9, 2022 by mathew Welch","Older but well-maintained condo, with good community feel. The swimming pool is particularly attractive. Gym is small but serviceable. Excellent transport links with Stevens MRT..."
Rating: 0,"Posted on June  8, 2022 by Ethan Lee","Positive: Located next to MRT with cheers directly at the entrance. There is NTUC, minimart, doctor and a small coffeeshop behind. Common areas are clean and generally well kept."
Rating: 1.8,"Posted on June  6, 2022 by Nabil Dan","From my own personal experience as a resident here, I can tell you the way the place is managed is absolutely ridiculous. It all stems from the management, who are a small team..."
Rating: 4,"Posted on June  5, 2022 by ̆","It is excellent with many amenities, literally 10 seconds walk to Cove LRT Station, lift some more! Also literally beside a mini shopping centre with good foods and shops. Near..."
Rating: 0.7,"Posted on June  5, 2022 by  ","Avoid buying a place here!!!! I regret it terribly and am stuck wt the home. Horrible horrible place and maintenance. Rodents/rats infested, badly needs a fresh paint job, no..."
Rating: 3,"Posted on June  4, 2022 by Potatolatato Latato","On the plus side condo has huge pool , gardens and facilities. On the negative side, ceiling height is really quite Low , you can touch the ceiling fan easily. Most units have..."
Rating: 0.7,"Posted on June  4, 2022 by Jennie Qiu","Avoid renting or buying this place at Skysuites@Anson, there are much better options out there.
The condo facilities are old and poorly maintained. The condo is surrounded by 2..."
Rating: 3.7,"Posted on June  4, 2022 by Tan Steven",Superb location to any central part of the Island
Rating: 5,"Posted on June  3, 2022 by Sandra I","Tanglin View is one of those rare more established estates where you will find spacious apartments with large living rooms & bedrooms, high ceilings & big windows. The layout of..."
Rating: 3.8,"Posted on June  2, 2022 by Jammer Au","very quiet and serene development.
a huge plus with a big pool."
Rating: 4.3,"Posted on June  2, 2022 by Meg Chand","Olympic sized beautiful swimming pool, tennis court, newly renovated gym, and very spacious apartments given the central location (the other buildings in Redhill/ Alexandra View..."
Rating: 5,"Posted on June  2, 2022 by Khine Ma",Maintenance here is very good. Very clean and I like the view facing the river. The condo layout is the best. It gives you all the corner and very spacious. Although it is...
Rating: 5,"Posted on June  2, 2022 by changming Niu",Good surrounding environments and  strong atmosphere of learning
Rating: 4.2,"Posted on June  1, 2022 by Lawrence Yeow",U walk less than 30 steps u have ur 24 hour Coffeeshop and convenient supermarket. 6 bus services and sheltered both directions. Just one super long bus stop to reach the mrt...
Rating: 4.5,"Posted on June  1, 2022 by  ","Numerous amenities which are in close proximity and within a short walk away (PLQ, Geylang East Central, GE Library, mrt station, bus stops which honestly serve many buses that..."
Rating: 5,"Posted on May 31, 2022 by apple app",Very convenient place to stay especially for those with elderly and children. Many amenities nearby and bus stop/mrt are within short walking distance with shelter. Various nice...
Rating: 4.7,"Posted on May 29, 2022 by Excellent Products Info",It’s a nice condo with luxurious vibes such as private lifts etc. great security guards. Super friendly. we enjoyed our stay there. the only problem with it is the pool is in...
Rating: 4.3,"Posted on May 29, 2022 by Veronica Poon",We moved here 3 years ago and really enjoyed living here. The building walls are thick and make the units very quiet inside. My balcony is big enough to hold BBQ party. My...
Rating: 4.7,"Posted on May 27, 2022 by Tony kiang","Nice place, quite , windy, very close to nature. River walk is just few hundred meter away and Coney Island is also very close so you can plan weekend to walk inside if you live..."
Rating: 4.3,"Posted on May 27, 2022 by Tony kiang","Nice place, quite , windy, very close to nature. River walk is just few hundred meter away and Coney Island is also very close so you can plan weekend to walk inside if you live..."
Rating: 5,"Posted on May 27, 2022 by Jelly Cat",Best for office workers with hybrid arrangement. Close to offices & yet liveable space for working from home.
Rating: 0,"Posted on May 26, 2022 by Serasu Oğuz","This is the worst place ever! Total scam, don’t believe any word that they say. Rooms are terrible, pantry is a joke with only one small microwave and small fridge which if..."
Rating: 4.7,"Posted on May 26, 2022 by  ","We stayed there for 3 years and we really enjoyed the quiet environment and clean facilities. The guards are nice, condo is very well maintained and still looking new despite it..."
Rating: 4.3,"Posted on May 25, 2022 by lynn ng",Initially I moved due to primary school consideration and having little expectations for a 20 year old resale house. The initial impression was not great as its entrance to the...
Rating: 5,"Posted on May 25, 2022 by Angela - Lai Ching CHAN","Rare
Greenery view"
Rating: 3.7,"Posted on May 22, 2022 by K R","A fantastic low density condo with a good mix of residents. The facilities are just right for the number of residents (2 swimming pools, huge bbq facilities, good size gym, kids..."
Rating: 2.2,"Posted on May 21, 2022 by Ravi Channavajhala",Stayed at Watertown for 2 yrs.  Extremely difficult place to live with three different entrances maling deliveries from Amazon etc very difficult.  Huge mall below with shops...
Rating: 1.2,"Posted on May 21, 2022 by Katie Lim",Be extra careful not to pay any deposit or rental without having a physical LOI or TA on hand. There are unscrupulous owners who seem nice but change their tone (and the terms)...
Rating: 4.7,"Posted on May 21, 2022 by Chalky Nan","Lots of food, night life and super near to city. Couldn't ask for more!"
Rating: 4.5,"Posted on May 18, 2022 by TY",Wonderful little building in a secluded part of the nicest area in town.
Rating: 3.5,"Posted on May 18, 2022 by Ku T H",5 to 10 min walk to orchard road where food and shopping is and somerset MRT. Love the big and squarish room layout which is hard to find in newer condo. Only thing is it does...
Rating: 4,"Posted on May 17, 2022 by Goh David",Its 3-bedroom unit has big living/dining hall and master bedroom (vs new condominium). Other 2 bedrooms can easily put queen size bed.
Rating: 3.8,"Posted on May 16, 2022 by Darren Hihi","Very calming vibes around the development. Near Lor Chuan MRT, also beside bus stop. Amenities and coffeeshop are a 7 mins walk from the development. Also able to take a slow..."
Rating: 5,"Posted on May 16, 2022 by Siok Peng Ong",I lived at Cherry Gardens for  more 10 years before I moved a few years ago.  I still miss the place a lot.  The location is excellent.  It's a 8 min walk to the MRT.  If you...
Rating: 4,"Posted on May 15, 2022 by Su Hoe",Peaceful surroundings. Nearby town centre makes it convenient to purchase daily necessities. Oasis in neighbourhood
Rating: 5,"Posted on May 13, 2022 by Siddharth Jain","We love living here. Large units, open wide spaces and good facilities. The shuttle is regular and markets and amenities easily accessible ."
Rating: 5,"Posted on May 12, 2022 by  ",Best facility and best view with neighbourhood:)
Rating: 4.5,"Posted on May 12, 2022 by dominique lecossois",A very private condominium due to the very low number of unit makes it perfect for a quiet living near the busy Orchard Road district. Well build it is the ideal place to enjoy...
Rating: 1.3,"Posted on May 10, 2022 by Ng Edy","is very noisy, dirty as we are just beside the main road, the structure quality is not good, the marble is crakcing and peeling , the drainage in masterbedroom is really smelly..."
Rating: 1.8,"Posted on May 10, 2022 by test testt",Looks quite well maintained for a 15 year old condo.
Rating: 2.2,"Posted on May 10, 2022 by TY","The paid reviews here (or reviews by apartment owners) is obvious. AVOID THE SAIL AT ALL COSTS, unless you enjoy a 10 minute wait time for the elevator (+ another 10 to get..."
Rating: 4.2,"Posted on May 10, 2022 by Joshua Samuel","Feels like a luxury resort, being situated at the entrance of Gardens by the bay and having private lifts to each unit. There have been big improvements to condo facilities..."
Rating: 0,"Posted on May 10, 2022 by Al Kh","Always noisy, goodbye sleep: You can hear noisy renovations on other units 12-15 floors above/below your unit. Also, there are two major constructions happening outside and..."
Rating: 5,"Posted on May  8, 2022 by Yang Bo","The view on the other side with all the greenery and the GCB are just great, with eagles occasionally flying around. The condo facility is great and well maintained. Very close..."
Rating: 4.7,"Posted on May  7, 2022 by Vivien Gu","It is truly lovely with the whole Mount Emily Park behind. Each unit on the same floor has a different layout with a good design, ensuring ventilation and natural lights. 
You..."
Rating: 3.7,"Posted on May  7, 2022 by Yeo Joe",Well maintained landscape with homey atmosphere
Rating: 4,"Posted on May  7, 2022 by Ng","Nice green scenery without blocking, quite and peaceful"
Rating: 4.7,"Posted on May  6, 2022 by Gary","Extremely conveniently located surrounded by ample amenities and fully sheltered to MRT station and mall. 
Easy connectivity to major expressway of CTE/TPE/KPE.
Renowned Nan..."
Rating: 4.8,"Posted on May  6, 2022 by Alister Dunbar","We're a family of 5, employment pass (expats from Australia). This condo is 3rd in Singapore since 2010. It features a jaw-dropping classic villa (historic preservation) open..."
Rating: 4.8,"Posted on May  6, 2022 by Alister Dunbar","We're a family of 5, employment pass (expats from Australia). This condo is our 3rd in Singapore. It features a jaw-dropping classic villa (historic preservation) open for..."
Rating: 3,"Posted on May  5, 2022 by CLARE TAN","Being staying here for a few years. Love the proximity to stadium, Nex, and many nice food in Serangoon and Kovan. Yet the minor road ensure the place is peaceful and quiet for..."
Rating: 4.3,"Posted on May  4, 2022 by Tommy Tan",Easy travelling to Changi Airport and the city due to the MRT in front. I love the 2 swimming pools and tennis courts.
Rating: 0,"Posted on May  3, 2022 by Charmaine Whilliams","if you are planning to rent its ok, good location, decent facilities for kids.  as an owner I would be VERY angry as the quality of the project and building is terrible...."
Rating: 1.2,"Posted on May  3, 2022 by trax 80","If you want to be regularly abused by security guards, by all means stay here. Not sure if they are protecting the residents or if the residents need protection against them"
Rating: 5,"Posted on May  3, 2022 by L Tan","Very near city, near MRT and 2 bus stops at doorstep, good amenities and good food around. Beautiful place with greeneries, great facilities especially the pool with jaccuzi and..."
Rating: 1.5,"Posted on May  2, 2022 by  ",Common area is poorly maintained.  The wooden deck around the pool is rotting!
Rating: 4.3,"Posted on May  2, 2022 by Jeremy Lim","Excellent Location, with its Freehold Tenure. Short walk to Kallang MRT, with plenty of amenities surrounding. Surrounding area is quiet, and nice."
Rating: 4.7,"Posted on May  1, 2022 by Louise L",Great condo and facilities. Well maintained and looked after. Nice and peaceful with good outdoor space. Lower ground condos have more room and direct access to pool. Highly...
Rating: 0,"Posted on May  1, 2022 by Johnson Soh","Quiet, tranquil and yet only 5mins walk to MRT. Huge potential for capital appreciation as average pdf is still below $2k. Nearest new launch Verticus at Balestier is selling..."
Rating: 3.8,"Posted on April 28, 2022 by  ","Smart buy, conviniently located directly opposite new supermarket, foodcourt, cafes, shops and resturants. Far more spacious living areas, interiors in comparison to new..."
Rating: 1.2,"Posted on April 28, 2022 by Dean Lam",My item got stolen in this condo apartment. We (me and the police officer) were told by management staff that there was no footage to be recorded. So what's the point of having...
Rating: 3.8,"Posted on April 27, 2022 by Danny Soh","old development. Good access to good schools, gardens, groceries and hawker centre. Quiet and understated neighborhood"
Rating: 3.2,"Posted on April 26, 2022 by N K",Peace & Quiet
Rating: 1.2,"Posted on April 26, 2022 by Marc Ang",facilities are limited with only a smallish pool; grounds are just adequately maintained; and development is deep in /  inaccessible part of estate
Rating: 5,"Posted on April 26, 2022 by Marc Ang","one of few rare Freehold condos with a huge pool, big gym overlooking the pools and tennis court. grounds are very well kept and the structure is very well built"
Rating: 4.3,"Posted on April 24, 2022 by Paulianna Ow",Swimming Pool - let's start with 50m pool - good size pool.
Rating: 3.7,"Posted on April 24, 2022 by Ilina Wee","Perfect location near good schools, HDB amenities including wet market, community centre, library and food along East Coast road within walking distance.  Drivers are Well..."
Rating: 5,"Posted on April 24, 2022 by Sanjeev Agrawal",Loved living there . Small condominium with nice people and great location!
Rating: 4.7,"Posted on April 24, 2022 by Al Sim",The 1500sf units have square layouts which makes it efficient and comes with 2 nicely sized balconies. The surrounding areas have limited number of units with this size as...
Rating: 4.3,"Posted on April 23, 2022 by Happy Bear",Many older SG Chinese folks here. Good for your elderly to stay in. Apparently most of them have been here since the condo was built! They seem to all know each other and meet...
Rating: 4.8,"Posted on April 23, 2022 by KuaiLe Song",I suggest that Propertyguru should moderate and remove all reviews more than 3 years old. Having the average rating taken from obsolete reviews lack relevancy in today’s...
Rating: 5,"Posted on April 22, 2022 by Gc Lim","There is a renovated walkway tunnel leading to St Michael Road, making it easy access to PCN, Serangoon Road, Boon Keng MRT and etc."
Rating: 4.7,"Posted on April 22, 2022 by  ","One of few cluster housings in Singapore with ample interior and outdoor space within estate, providing facilities for the young, the adults and the older folks. Good amenities..."
Rating: 4.5,"Posted on April 20, 2022 by Celing Lam",I moved in this place for a year n I like the quietness n unblocked view. There is morning sun but not directly shining to the balcony. You can feel the Fresh air daily. Though...
Rating: 5,"Posted on April 20, 2022 by Joe Ng",Great place to stay! Highly recommended
Rating: 1.3,"Posted on April 20, 2022 by Corp Tech","Price not cheap and I think they keep having periodical promotion. If you buy at wrong timing, you might be buying at a higher prices than others or Vice versa. Nearest small..."
Rating: 5,"Posted on April 19, 2022 by Peter John lim jun (Esss)",very nice and cool but lacking basketball or badminton courts
Rating: 4.3,"Posted on April 19, 2022 by Team Kohen",Great amenities. Short distance to MRT. Within 1km to MGS
Rating: 5,"Posted on April 17, 2022 by Confident Guy","Living here for many years, King of schools and 5mins walk to MRT, friendly neighbours, and perfect quiet environment."
Rating: 5,"Posted on April 17, 2022 by Shannon Lee","Great location, especially with the upcoming Great World City MRT station, few minutes' walk to Great World City shopping mall and Zion road food center, quiet and peaceful..."
Rating: 5,"Posted on April 17, 2022 by Shannon Lee","Great location in the heart of town, building is located right across from Shaw Centre (Isetan, Lido cinemas, Les Amis, Mui Kee etc.), few minutes' walk to Orchard MRT via the..."
Rating: 5,"Posted on April 17, 2022 by LT San",I've been staying in Balmoral Heights for a few years now and it's been very pleasant. The neighborhood is quiet and peaceful since it's just off Bukit Timah Road and the...
Rating: 1,"Posted on April 17, 2022 by Lim Wowo","This place is close to MRT, food and bus stops but it ends there. All the residents are going crazy working from home because of the aircraft flying loudly. The walls are super..."
Rating: 5,"Posted on April 16, 2022 by Tom Tom","Condo is clean and well-maintained. Big swimming pool. Shuttle bus is always on time.  Have been staying here for a while and I would say overall, it is a pleasant stay."
Rating: 5,"Posted on April 16, 2022 by Nicole Tan","This condo has good location and good size layout. for the pool facing stacks, the distance between the opposite blocks are of good distance, not too close, that u can see what..."
Rating: 4.3,"Posted on April 16, 2022 by clarence chan",Convenient place in terms of location. Limited facilities. Overall decent value for rental.
Rating: 0.7,"Posted on April 13, 2022 by Hulk Credible","Already 5 months old, but the pool still does not work, the BBQ pit is not installed, no deck chair at the poolside, garbage in the elevator is a common sight, no monitoring for..."
Rating: 3.3,"Posted on April 13, 2022 by Fernando O.","Excellent location, close to everything and really quick to reach the MRT. The apartments are small, but quite well organized, the only down side is the bedroom which is quite..."
Rating: 0,"Posted on April 12, 2022 by Sheu Hau Leong","Compared against Bishan 8 (poor maintenance, small &quot;bathtub&quot; pool, poor layout, West facing or road facing), Rafflesia condo (odd layout, poor estate maintenance),..."
Rating: 4.8,"Posted on April 11, 2022 by Michele chao","Great location, well maintained and freehold condo."
Rating: 5,"Posted on April 11, 2022 by Barry Zheng",Peaceful and Beautiful. 5 Minutes Walk to East Coast Park. Nearby Park and Playground
Rating: 4,"Posted on April 10, 2022 by Jai Singh","Pros:
Low density means less demand for facilities.
Extremely near CCNR and Nature Parks. Windsor Natue park 5 minute walk away. Nature and outdoor lovers will rejoice...."
Rating: 5,"Posted on April  9, 2022 by  ","Essential amenties nearby:
(1) Next block - 2 clinics (GP, TCM), coffee shop selling famous white bee hoon, bak kut teh, economical rice, indian/muslim eating house, 2..."
Rating: 0,"Posted on April  8, 2022 by Tomoe Denda","Our landlord’s agent is charging us to replace the window handles, even though many people have the same issue in Echelon. Agent is asking for proof. Could you please post..."
Rating: 2.5,"Posted on April  7, 2022 by  ",Decent 1990s condo. Generously sized. Nice compound and away from the hustle and bustle. Connected to major expressways too.
Rating: 1.3,"Posted on April  5, 2022 by  ",Not pet friendly. Common areas are mediocre cleanliness. Lifts not very clean. Very dimly lit small lobby. Garbage chute areas always smelly. Entrance is very small - almost all...
Rating: 4.7,"Posted on April  4, 2022 by Mark T",The new management has made progress in many areas in terms of managing The Sail. The new pneumatic rubbish chute system is one great improvement. Common areas are added with...
Rating: 5,"Posted on April  4, 2022 by Corp Tech","Nothing else need for this level of pricing. Everything you need is around the area. With that price in this market, it is hard to find."
Rating: 3.2,"Posted on April  4, 2022 by Corp Tech",1 of the top few condos in Yishun. But then again choices are limited
Rating: 1.8,"Posted on April  4, 2022 by Corp Tech","if you really want to live in that area, not a bad choice. Layout for a 3bedroom is pretty efficient. Security quite nice sometimes."
Rating: 0,"Posted on April  4, 2022 by Corp Tech","Photos look much nicer than in real life. But after all it is not a new condo. But if you got visitors, there are chances of not able to park inside."
Rating: 0,"Posted on April  4, 2022 by Corp Tech",No security and gate sometimes don't work. Insect issue(But I think it is the area itself and due to the construction at the back). Neighbors like to complain about lots of...
Rating: 5,"Posted on April  4, 2022 by Chris Goh","Location is fantastic- close to transport links, good schools and truck load of food options around the place. Zhongshan mall, novena square cluster etc all within short walking..."
Rating: 5,"Posted on April  4, 2022 by  ",Very well maintained Resort landscape with 50 meter pool. Good size gym & huge function room. Fitness corner & nice children playground. Rooms & hall are good size. Can park as...
Rating: 5,"Posted on April  3, 2022 by Induce iOS","nice view of swimming pool, very accessible, decent facilities"
Rating: 5,"Posted on April  3, 2022 by Liu Yang",very good
Rating: 0,"Posted on April  3, 2022 by Ryan Foo","From my memory, this condo ran into some issues during the building stage hence took very long to complete. The original developer does not seem to be the one who completed it...."
Rating: 5,"Posted on April  3, 2022 by adrian chia",Good place for family
Rating: 0.7,"Posted on April  3, 2022 by nicolas reynard",I am very disappointed with the surroundings and especially kids playing football and shouting outdoors in the car park. No action was taken from the management office... Forget...
Rating: 4.8,"Posted on April  2, 2022 by Gilbert chen",Near MRT station yet sufficient distance so that one can have a good rest. Many good food nearby and friendly neighbours.
Rating: 0.8,"Posted on April  2, 2022 by Jeffrey Tan","The apartment building is quite old over 20 years old, and the facilities (or lack of rather) and condition reflects that. The lift is of an old obsolete model and is..."
Rating: 2.7,"Posted on April  2, 2022 by Robin Donovan","The development itself is lovely to look at and the location is excellent. However - The units are poorly built and suffer with damp, water ingress and building shifting..."
Rating: 4.8,"Posted on April  2, 2022 by Anonymous","Been living here for 13 years, there are great amenities within walking distance of 5 to 10 mins walk, like hawker centre and several coffeeshops, grocery stores, NTUC, barber..."
Rating: 0,"Posted on April  1, 2022 by Irene Ng","Horrible management. Not a good condo for dog owners. If your dog does his/her business in common areas, there is a fine of $150 with no warning. I supposed there must be..."
Rating: 5,"Posted on March 31, 2022 by Nathan Tan","Perfect location with good food, schools, transport options all around!"
Rating: 5,"Posted on March 30, 2022 by Elvelyn Low",Quaint development. Good internal layout with effective use of space. Only 10 mins walk to Kovan mrt and the wide range of food choices along Upper Serangoon.
Rating: 0,"Posted on March 29, 2022 by Linda Ong","I Just fall in love with the building ..  love the surrounding all Low Rise , clean and neat environment"
Rating: 0,"Posted on March 29, 2022 by  ",100 % agree with previous reviews. Here planes keep flying full day above your head and right in front the MRT noise.
Rating: 5,"Posted on March 28, 2022 by Chris Goh","Has everything you could possibly need or want nearby- great schools within 1km, novena mrt a short walk away, novena Square and Zhongshan cluster of malls just nearby, plenty..."
Rating: 3.7,"Posted on March 28, 2022 by Koh Eng Chor",Quite n peaceful place. Lifestyle living.
Rating: 4.5,"Posted on March 27, 2022 by BOLO KOLO",Love the facilities and common area not too many transport links or amenities nearby
Rating: 3.8,"Posted on March 27, 2022 by Alex Lu",The location of this condo is excellent as it is convenient in terms of public transport and finding necessary amenities. The standard of the gym is at the bare minimum of a...
Rating: 0,"Posted on March 27, 2022 by Su L","Near Geylang Red light district, Main road and noisy. you can hear MRTs from 6 am to mid-night. People say, Close windows and doors and you won't hear anything'. However, if you..."
Rating: 2.5,"Posted on March 26, 2022 by Laura S","I lived here for only 3 months and needed to leave. Firstly, there is massive construction work that takes place from early morning to late at night. The facilities are not..."
Rating: 1.8,"Posted on March 25, 2022 by Michael Frito","A beautiful place but feeling like you are not at home! Rules, rules, rules, forbidden, forbidden, forbidden!!!
Guardians are sympathetics but under pressure by the management..."
Rating: 2.8,"Posted on March 25, 2022 by Abhi Sharma",Everything is good but the management especially the office out here. They work like people  in 80s used to work in typical Indian govt. offices; every time would ask for tonnes...
Rating: 4.5,"Posted on March 25, 2022 by Eugene Lim","you can find a quiet place if you find a apartment not facing the expressway , good facing the landed area with no afternoon sun it will be a perfect place to live in , good..."
Rating: 0,"Posted on March 25, 2022 by  ","Stay away from this condo and the houses here.

You will end up in paying for all old equipments, fittings, pipes throughout your stay. 
Owners are getting tenants pay for..."
Rating: 0,"Posted on March 25, 2022 by  ",The biggest drawback of this area esp Simsville is the Paya Lebar Airport nearby. The planes fly so low and throughout the day that it becomes so annoying. I have to mute myself...
Rating: 0,"Posted on March 23, 2022 by  ",Good for students but not for families. Old and noisy
Rating: 4.7,"Posted on March 23, 2022 by kate oh",Viewed few other condos nearby. The developer really makes difference. It's well maintained than any other condos. All rooms are quite sizable. Quiet and peaceful place.
Rating: 0,"Posted on March 23, 2022 by Ferhan Feroze","Near to Changi Airport
Easily access to PIE / ECP
Tampines Mart (Market / Gym / Coffee Bean / Kopitiam / Giant  and many mores)
3 Schools within the surrounding (East Spring..."
Rating: 5,"Posted on March 23, 2022 by Ansar Mohamed Sali",Great value for money! Great Spanish themed facilities. Accessibility to everything you need and want. Best!
Rating: 5,"Posted on March 23, 2022 by Lily Ash Burn","Perfect for family with children & elderly. Childcare just down below the same block. Elderlycare just on opposite block. Walking distance to Primary & Secondary School, the..."
Rating: 0.3,"Posted on March 22, 2022 by Anonymous",Old and noisy so repairwork throughout year
Rating: 1.7,"Posted on March 22, 2022 by Jimmy","Lived here, you shouldn't. Drain flies infestation due to septic tank, water seepage and drainage problems throughout the condo. Unknown water loss problems, planters don't..."
Rating: 0,"Posted on March 22, 2022 by Linda Ong","I have seen this project a few time . It’s make me feel like I am on oversea .. love the Low rise condo, very well maintenance. Friendly neighbour."
Rating: 2.7,"Posted on March 22, 2022 by  ",Good for storage and e-commerce distribution
Rating: 0.8,"Posted on March 21, 2022 by LGU OVG",dining room upstairs living room downstairs very expensive for only 2 bedroom and a study room without windows - Just a bus number 75 very near
Rating: 5,"Posted on March 21, 2022 by Isabelle Loo","Great location, fabulous facilities, lots of places to hang out"
Rating: 1.7,"Posted on March 21, 2022 by Anthony Lam","Good location if you frequently go shopping at luxury stores as it is within walking distance to paragon. However, as with city living the noise and jams at cairnhill & scotts..."
Rating: 0,"Posted on March 21, 2022 by  ",Had friends who were tenant and owners. They are all glad to be out of here let’s just put it that way
Rating: 3.8,"Posted on March 21, 2022 by Nipu Nallakkandy",Suitable block for children and family living with vast parks and play area nearby. Also proximity to LRT/Bus and super markets.
Rating: 3.7,"Posted on March 20, 2022 by The Interweave",Do not expect much
Rating: 5,"Posted on March 20, 2022 by William Ong",Easy access to everywhere. Nice and quiet place with lot of nice food and places to chill nearby.
Rating: 4.7,"Posted on March 19, 2022 by Keefe Lai",Very well maintained grounds especially the large pools. Peaceful though it is in a prime and busy location.  Good layout of homes. Professional mcst and security. Excellent...
Rating: 4,"Posted on March 19, 2022 by Stephanie Low",Located in a great spot. Rare freehold development in the neighborhood.
Rating: 0,"Posted on March 19, 2022 by Bilal Sadiq",One side is road and front there are 2 new building under construction. Not recommended with noise that you can't even hear your voice.
Rating: 2,"Posted on March 16, 2022 by Stand O",Good location. Near KTPH and just next to Yishun MRT. Pools are cool. Problem is the hallway gets puddles of water even with light rain and the paint on the walls already are...
Rating: 2.8,"Posted on March 16, 2022 by  ",Just bought a unit here and moved in a week ago after a full extensive reno. No complains so far- quiet private housing estate that resembles a balinese resort so don't really...
Rating: 4.5,"Posted on March 16, 2022 by Yana Dlailaz","I have lived here for 2 years now. Before I purchased my unit, I went to look at all the condo in Bukit batok and Regent heights is the only one that gives that warm feeling of..."
Rating: 3.2,"Posted on March 16, 2022 by Ah ek",Low density area with quiet and peaceful environment . Good for small family or couple or single who. Facilities are basic but adequate. Connectivity around Singapore is quite...
Rating: 3.2,"Posted on March 16, 2022 by Ah ek",Low density area with quiet and peaceful environment . Good for small family or couple or single who. Facilities are basic but adequate. Connectivity around Singapore is quite...
Rating: 0.7,"Posted on March 15, 2022 by Serene Tan",Pros 1) Good for those kids that cannot wake up 2) MRT if u use it   Cons 1) Small & smelly gym 2) Inconsiderate residents that always dirty the lift 3) Only 1 carpark lot for...
Rating: 1.2,"Posted on March 15, 2022 by Serene Tan",Pros 1) Stay next to school so that kids can wake up late 2)MRT if u use that.
Rating: 1.2,"Posted on March 15, 2022 by Serene Tan",1) The gym is small and smelly
Rating: 4.8,"Posted on March 15, 2022 by  ","Incredible landscaping, large common spaces, spacious units, luxurious amenities, natural toned façade with lush foliage throughout the deck. Well connected, 3 LRT stops to..."
Rating: 5,"Posted on March 14, 2022 by Peter Tan","This condo is in an excellent location and is near to NUS, NUH, Science Hub and Mapletree Business City etc. It is also conveniently located and you can easily walk to 2  MRT..."
Rating: 3.3,"Posted on March 14, 2022 by E Teo","Really huge rooms, high ceiling, feels spacious. Condo is so clean and well maintained. would recommend"
Rating: 1.8,"Posted on March 13, 2022 by Investor Ng","With ongoing MCST suit against developer , many units are selling ? Maintenance fee is already a lot per month and if defects are not rectified, it might be more in future . The..."
Rating: 1.3,"Posted on March 13, 2022 by Tiger","Very poor management and unfriendly security guards , lots of insects in the basements and very humid, moldy everywhere"
Rating: 0,"Posted on March 13, 2022 by Linda Ong","Great apartment , love the greenery and serenity  . Low rise , I like it as it’s only 5 mins walk distance to malls , mrt , newton food court for my favourites food .  Well..."
Rating: 5,"Posted on March 11, 2022 by george keh","Location, maintenance, Condo Manager ( Shout out to Ahmad), main comm , MCST ( Our chairman and the rest) always on the ball . Live there for nearly 4 years, my whole family is..."
Rating: 4.2,"Posted on March 11, 2022 by p.m. ng","Loved this place, extremely peaceful and quiet."
Rating: 2,"Posted on March 11, 2022 by J L","It's right next to the Rail Corridor, so it's good for nature lovers. The entire development is small, though, and so are the units and facilities. Seems to have been built with..."
Rating: 5,"Posted on March 10, 2022 by Gareth Chua",Strong committee with passion to serve and helps to bring the community together which is evident during the pandemic period.
Rating: 5,"Posted on March  9, 2022 by  ",Home is where the heart is. Aurum land has created a beautiful sanctuary for home owners. I love the convenience of the location and the vibe at the condo. Everyone is friendly...
Rating: 1.2,"Posted on March  9, 2022 by Tiger","No management whatsoever, junk everywhere, kids running without attendance, like a salvation camp, security all standing there chatting not doing their job .... overall poor"
Rating: 5,"Posted on March  8, 2022 by Jean1982 JEAN",Super cool with good amenties around. Cery accessible to transport and food
Rating: 2.5,"Posted on March  8, 2022 by J L","It has a petrol station and bus stop right next door. The grounds are very spacious, although the development itself is a bit old. It's situated on a hill, so there is less risk..."
Rating: 5,"Posted on March  8, 2022 by Gaming is fun",There are many facilities including a sauna. It has a big and spacious home
Rating: 4.7,"Posted on March  7, 2022 by Eva Bradley",Great for families. Units facing main road have advantage of being very close to MRT and bus stops. Less to walk. Very convenient sold my car after living here. Squarish layout...
Rating: 4.7,"Posted on March  7, 2022 by Eva Bradley",Great for families
Rating: 5,"Posted on March  6, 2022 by  ","Every amenity at your door step, Compassone shopping mall, food courts, fast food, schools, pre-schools, banking, MRT, bus interchange, wet market, polyclinic the list goes on..."
Rating: 5,"Posted on March  6, 2022 by Hoonsik Jung",Best condo with 5 star facility and landscaping
Rating: 5,"Posted on March  6, 2022 by Chow Ho","Great food nearby within 5 minutes walk to Whampoa market,  zhongshan Park ntuc finest, balestier market and novena Square.  Novena MRT just  5 minutes away.   Walk or drive..."
