,Name,Rating,Date,Content,score,sentiment
526,Arc at Tampines,4.2,"Posted on June  1, 2022 by Lawrence Yeow",U walk less than 30 steps u have ur 24 hour Coffeeshop and convenient supermarket. 6 bus services and sheltered both directions. Just one super long bus stop to reach the mrt...,0.4019,Positive
527,Tre Residences,4.5,"Posted on June  1, 2022 by  ","Numerous amenities which are in close proximity and within a short walk away (PLQ, Geylang East Central, GE Library, mrt station, bus stops which honestly serve many buses that...",0.34,Positive
528,North Park Residences,5.0,"Posted on May 31, 2022 by apple app",Very convenient place to stay especially for those with elderly and children. Many amenities nearby and bus stop/mrt are within short walking distance with shelter. Various nice...,0.4215,Positive
529,Mutiara Crest,4.7,"Posted on May 29, 2022 by Excellent Products Info",It’s a nice condo with luxurious vibes such as private lifts etc. great security guards. Super friendly. we enjoyed our stay there. the only problem with it is the pool is in...,0.9517,Positive
530,Pandan Valley,4.3,"Posted on May 29, 2022 by Veronica Poon",We moved here 3 years ago and really enjoyed living here. The building walls are thick and make the units very quiet inside. My balcony is big enough to hold BBQ party. My...,0.7425,Positive
531,RiverTrees Residences,4.7,"Posted on May 27, 2022 by Tony kiang","Nice place, quite , windy, very close to nature. River walk is just few hundred meter away and Coney Island is also very close so you can plan weekend to walk inside if you live...",0.4215,Positive
532,RiverTrees Residences,4.3,"Posted on May 27, 2022 by Tony kiang","Nice place, quite , windy, very close to nature. River walk is just few hundred meter away and Coney Island is also very close so you can plan weekend to walk inside if you live...",0.4215,Positive
533,The Sail @ Marina Bay,5.0,"Posted on May 27, 2022 by Jelly Cat",Best for office workers with hybrid arrangement. Close to offices & yet liveable space for working from home.,0.6369,Positive
534,MDIS Residences@Stirling,0.0,"Posted on May 26, 2022 by Serasu Oğuz","This is the worst place ever! Total scam, don’t believe any word that they say. Rooms are terrible, pantry is a joke with only one small microwave and small fridge which if...",-0.883,Negative
535,The Trumps,4.7,"Posted on May 26, 2022 by  ","We stayed there for 3 years and we really enjoyed the quiet environment and clean facilities. The guards are nice, condo is very well maintained and still looking new despite it...",0.8882,Positive
536,Regentville,4.3,"Posted on May 25, 2022 by lynn ng",Initially I moved due to primary school consideration and having little expectations for a 20 year old resale house. The initial impression was not great as its entrance to the...,-0.3387,Negative
537,216 Jurong East Street 21,5.0,"Posted on May 25, 2022 by Angela - Lai Ching CHAN","Rare
Greenery view",0.0,Neutral
538,Hillvista,3.7,"Posted on May 22, 2022 by K R","A fantastic low density condo with a good mix of residents. The facilities are just right for the number of residents (2 swimming pools, huge bbq facilities, good size gym, kids...",0.872,Positive
539,Watertown,2.2,"Posted on May 21, 2022 by Ravi Channavajhala",Stayed at Watertown for 2 yrs.  Extremely difficult place to live with three different entrances maling deliveries from Amazon etc very difficult.  Huge mall below with shops...,-0.3199,Negative
540,Montrosa,1.2,"Posted on May 21, 2022 by Katie Lim",Be extra careful not to pay any deposit or rental without having a physical LOI or TA on hand. There are unscrupulous owners who seem nice but change their tone (and the terms)...,0.5343,Positive
541,Sturdee Residences,4.7,"Posted on May 21, 2022 by Chalky Nan","Lots of food, night life and super near to city. Couldn't ask for more!",0.636,Positive
542,Aura 83,4.5,"Posted on May 18, 2022 by TY",Wonderful little building in a secluded part of the nicest area in town.,0.7845,Positive
543,Cavenagh Gardens,3.5,"Posted on May 18, 2022 by Ku T H",5 to 10 min walk to orchard road where food and shopping is and somerset MRT. Love the big and squarish room layout which is hard to find in newer condo. Only thing is it does...,0.5859,Positive
544,The Merasaga,4.0,"Posted on May 17, 2022 by Goh David",Its 3-bedroom unit has big living/dining hall and master bedroom (vs new condominium). Other 2 bedrooms can easily put queen size bed.,0.34,Positive
545,Cardiff Residence,3.8,"Posted on May 16, 2022 by Darren Hihi","Very calming vibes around the development. Near Lor Chuan MRT, also beside bus stop. Amenities and coffeeshop are a 7 mins walk from the development. Also able to take a slow...",0.4576,Positive
546,Cherry Gardens,5.0,"Posted on May 16, 2022 by Siok Peng Ong",I lived at Cherry Gardens for  more 10 years before I moved a few years ago.  I still miss the place a lot.  The location is excellent.  It's a 8 min walk to the MRT.  If you...,0.4767,Positive
547,The Garden Residences,4.0,"Posted on May 15, 2022 by Su Hoe",Peaceful surroundings. Nearby town centre makes it convenient to purchase daily necessities. Oasis in neighbourhood,0.4939,Positive
548,Elias Green,5.0,"Posted on May 13, 2022 by Siddharth Jain","We love living here. Large units, open wide spaces and good facilities. The shuttle is regular and markets and amenities easily accessible .",0.8591,Positive
549,Viz at Holland,5.0,"Posted on May 12, 2022 by  ",Best facility and best view with neighbourhood:),0.8555,Positive
550,Mackenzie 138,4.5,"Posted on May 12, 2022 by dominique lecossois",A very private condominium due to the very low number of unit makes it perfect for a quiet living near the busy Orchard Road district. Well build it is the ideal place to enjoy...,0.8906,Positive
551,Parc Seabreeze,1.3,"Posted on May 10, 2022 by Ng Edy","is very noisy, dirty as we are just beside the main road, the structure quality is not good, the marble is crakcing and peeling , the drainage in masterbedroom is really smelly...",-0.7634,Negative
552,Veranda,1.8,"Posted on May 10, 2022 by test testt",Looks quite well maintained for a 15 year old condo.,0.3384,Positive
553,The Sail @ Marina Bay,2.2,"Posted on May 10, 2022 by TY","The paid reviews here (or reviews by apartment owners) is obvious. AVOID THE SAIL AT ALL COSTS, unless you enjoy a 10 minute wait time for the elevator (+ another 10 to get...",0.0688,Positive
554,Costa Rhu,4.2,"Posted on May 10, 2022 by Joshua Samuel","Feels like a luxury resort, being situated at the entrance of Gardens by the bay and having private lifts to each unit. There have been big improvements to condo facilities...",0.5859,Positive
555,Skysuites @ Anson,0.0,"Posted on May 10, 2022 by Al Kh","Always noisy, goodbye sleep: You can hear noisy renovations on other units 12-15 floors above/below your unit. Also, there are two major constructions happening outside and...",-0.34,Negative
556,Viz at Holland,5.0,"Posted on May  8, 2022 by Yang Bo","The view on the other side with all the greenery and the GCB are just great, with eagles occasionally flying around. The condo facility is great and well maintained. Very close...",0.8834,Positive
557,Emily Residence,4.7,"Posted on May  7, 2022 by Vivien Gu","It is truly lovely with the whole Mount Emily Park behind. Each unit on the same floor has a different layout with a good design, ensuring ventilation and natural lights. 
You...",0.9217,Positive
558,Simei Green Condominium,3.7,"Posted on May  7, 2022 by Yeo Joe",Well maintained landscape with homey atmosphere,0.2732,Positive
559,Kingsford Waterbay,4.0,"Posted on May  7, 2022 by Ng","Nice green scenery without blocking, quite and peaceful",0.8158,Positive
560,La Fiesta,4.7,"Posted on May  6, 2022 by Gary","Extremely conveniently located surrounded by ample amenities and fully sheltered to MRT station and mall. 
Easy connectivity to major expressway of CTE/TPE/KPE.
Renowned Nan...",0.4404,Positive
561,Buckley Classique,4.8,"Posted on May  6, 2022 by Alister Dunbar","We're a family of 5, employment pass (expats from Australia). This condo is 3rd in Singapore since 2010. It features a jaw-dropping classic villa (historic preservation) open...",0.0,Neutral
562,Buckley Classique,4.8,"Posted on May  6, 2022 by Alister Dunbar","We're a family of 5, employment pass (expats from Australia). This condo is our 3rd in Singapore. It features a jaw-dropping classic villa (historic preservation) open for...",0.0,Neutral
563,Wembly Residences,3.0,"Posted on May  5, 2022 by CLARE TAN","Being staying here for a few years. Love the proximity to stadium, Nex, and many nice food in Serangoon and Kovan. Yet the minor road ensure the place is peaceful and quiet for...",0.9153,Positive
564,Urban Vista,4.3,"Posted on May  4, 2022 by Tommy Tan",Easy travelling to Changi Airport and the city due to the MRT in front. I love the 2 swimming pools and tennis courts.,0.7964,Positive
565,d'Leedon (Former Farrer Court),0.0,"Posted on May  3, 2022 by Charmaine Whilliams","if you are planning to rent its ok, good location, decent facilities for kids.  as an owner I would be VERY angry as the quality of the project and building is terrible....",-0.6732,Negative
566,Eight Riversuites,1.2,"Posted on May  3, 2022 by trax 80","If you want to be regularly abused by security guards, by all means stay here. Not sure if they are protecting the residents or if the residents need protection against them",-0.374,Negative
567,Sims Urban Oasis,5.0,"Posted on May  3, 2022 by L Tan","Very near city, near MRT and 2 bus stops at doorstep, good amenities and good food around. Beautiful place with greeneries, great facilities especially the pool with jaccuzi and...",0.9217,Positive
568,The Tembusu,1.5,"Posted on May  2, 2022 by  ",Common area is poorly maintained.  The wooden deck around the pool is rotting!,0.0,Neutral
569,Centra Residence,4.3,"Posted on May  2, 2022 by Jeremy Lim","Excellent Location, with its Freehold Tenure. Short walk to Kallang MRT, with plenty of amenities surrounding. Surrounding area is quiet, and nice.",0.802,Positive
570,Parvis,4.7,"Posted on May  1, 2022 by Louise L",Great condo and facilities. Well maintained and looked after. Nice and peaceful with good outdoor space. Lower ground condos have more room and direct access to pool. Highly...,0.9169,Positive
571,iResidences,0.0,"Posted on May  1, 2022 by Johnson Soh","Quiet, tranquil and yet only 5mins walk to MRT. Huge potential for capital appreciation as average pdf is still below $2k. Nearest new launch Verticus at Balestier is selling...",0.7003,Positive
572,Parc Vera,3.8,"Posted on April 28, 2022 by  ","Smart buy, conviniently located directly opposite new supermarket, foodcourt, cafes, shops and resturants. Far more spacious living areas, interiors in comparison to new...",0.4019,Positive
573,St Michael's Place,1.2,"Posted on April 28, 2022 by Dean Lam",My item got stolen in this condo apartment. We (me and the police officer) were told by management staff that there was no footage to be recorded. So what's the point of having...,-0.6597,Negative
574,Shelford Regency,3.8,"Posted on April 27, 2022 by Danny Soh","old development. Good access to good schools, gardens, groceries and hawker centre. Quiet and understated neighborhood",0.7003,Positive
575,603 Clementi West Street 1,3.2,"Posted on April 26, 2022 by N K",Peace & Quiet,0.5423,Positive
576,Milford Villas,1.2,"Posted on April 26, 2022 by Marc Ang",facilities are limited with only a smallish pool; grounds are just adequately maintained; and development is deep in /  inaccessible part of estate,-0.2263,Negative
577,The Stellar,5.0,"Posted on April 26, 2022 by Marc Ang","one of few rare Freehold condos with a huge pool, big gym overlooking the pools and tennis court. grounds are very well kept and the structure is very well built",0.7774,Positive
578,Beacon Heights,4.3,"Posted on April 24, 2022 by Paulianna Ow",Swimming Pool - let's start with 50m pool - good size pool.,0.4404,Positive
579,Villa Martia,3.7,"Posted on April 24, 2022 by Ilina Wee","Perfect location near good schools, HDB amenities including wet market, community centre, library and food along East Coast road within walking distance.  Drivers are Well...",0.8271,Positive
580,Chelsea Gardens,5.0,"Posted on April 24, 2022 by Sanjeev Agrawal",Loved living there . Small condominium with nice people and great location!,0.902,Positive
581,The Beacon,4.7,"Posted on April 24, 2022 by Al Sim",The 1500sf units have square layouts which makes it efficient and comes with 2 nicely sized balconies. The surrounding areas have limited number of units with this size as...,0.6249,Positive
582,The Petals,4.3,"Posted on April 23, 2022 by Happy Bear",Many older SG Chinese folks here. Good for your elderly to stay in. Apparently most of them have been here since the condo was built! They seem to all know each other and meet...,0.4926,Positive
583,The Sail @ Marina Bay,4.8,"Posted on April 23, 2022 by KuaiLe Song",I suggest that Propertyguru should moderate and remove all reviews more than 3 years old. Having the average rating taken from obsolete reviews lack relevancy in today’s...,-0.5423,Negative
584,117A Jalan Tenteram,5.0,"Posted on April 22, 2022 by Gc Lim","There is a renovated walkway tunnel leading to St Michael Road, making it easy access to PCN, Serangoon Road, Boon Keng MRT and etc.",0.4404,Positive
585,Horizon Green,4.7,"Posted on April 22, 2022 by  ","One of few cluster housings in Singapore with ample interior and outdoor space within estate, providing facilities for the young, the adults and the older folks. Good amenities...",0.4404,Positive
586,311C Clementi Avenue 4,4.5,"Posted on April 20, 2022 by Celing Lam",I moved in this place for a year n I like the quietness n unblocked view. There is morning sun but not directly shining to the balcony. You can feel the Fresh air daily. Though...,0.5719,Positive
587,iNz Residence,5.0,"Posted on April 20, 2022 by Joe Ng",Great place to stay! Highly recommended,0.7569,Positive
588,The Gazania,1.3,"Posted on April 20, 2022 by Corp Tech","Price not cheap and I think they keep having periodical promotion. If you buy at wrong timing, you might be buying at a higher prices than others or Vice versa. Nearest small...",-0.4767,Negative
589,The Palette,5.0,"Posted on April 19, 2022 by Peter John lim jun (Esss)",very nice and cool but lacking basketball or badminton courts,0.4269,Positive
590,The Cascadia,4.3,"Posted on April 19, 2022 by Team Kohen",Great amenities. Short distance to MRT. Within 1km to MGS,0.6249,Positive
591,Hillcrest Villa,5.0,"Posted on April 17, 2022 by Confident Guy","Living here for many years, King of schools and 5mins walk to MRT, friendly neighbours, and perfect quiet environment.",0.7845,Positive
592,The Aston,5.0,"Posted on April 17, 2022 by Shannon Lee","Great location, especially with the upcoming Great World City MRT station, few minutes' walk to Great World City shopping mall and Zion road food center, quiet and peaceful...",0.9477,Positive
593,Claymore Plaza Apartments,5.0,"Posted on April 17, 2022 by Shannon Lee","Great location in the heart of town, building is located right across from Shaw Centre (Isetan, Lido cinemas, Les Amis, Mui Kee etc.), few minutes' walk to Orchard MRT via the...",0.8519,Positive
594,Balmoral Heights,5.0,"Posted on April 17, 2022 by LT San",I've been staying in Balmoral Heights for a few years now and it's been very pleasant. The neighborhood is quiet and peaceful since it's just off Bukit Timah Road and the...,0.7778,Positive
595,Waterbank at Dakota,1.0,"Posted on April 17, 2022 by Lim Wowo","This place is close to MRT, food and bus stops but it ends there. All the residents are going crazy working from home because of the aircraft flying loudly. The walls are super...",0.4497,Positive
596,Skies Miltonia,5.0,"Posted on April 16, 2022 by Tom Tom","Condo is clean and well-maintained. Big swimming pool. Shuttle bus is always on time.  Have been staying here for a while and I would say overall, it is a pleasant stay.",0.7184,Positive
597,Prive,5.0,"Posted on April 16, 2022 by Nicole Tan","This condo has good location and good size layout. for the pool facing stacks, the distance between the opposite blocks are of good distance, not too close, that u can see what...",0.7783,Positive
598,Claymore Plaza Apartments,4.3,"Posted on April 16, 2022 by clarence chan",Convenient place in terms of location. Limited facilities. Overall decent value for rental.,0.128,Positive
599,Laurel Tree,0.7,"Posted on April 13, 2022 by Hulk Credible","Already 5 months old, but the pool still does not work, the BBQ pit is not installed, no deck chair at the poolside, garbage in the elevator is a common sight, no monitoring for...",-0.12,Negative
600,Devonshire Residences,3.3,"Posted on April 13, 2022 by Fernando O.","Excellent location, close to everything and really quick to reach the MRT. The apartments are small, but quite well organized, the only down side is the bedroom which is quite...",0.683,Positive
601,Bishan Loft,0.0,"Posted on April 12, 2022 by Sheu Hau Leong","Compared against Bishan 8 (poor maintenance, small &quot;bathtub&quot; pool, poor layout, West facing or road facing), Rafflesia condo (odd layout, poor estate maintenance),...",-0.891,Negative
602,The Riverine By The Park,4.8,"Posted on April 11, 2022 by Michele chao","Great location, well maintained and freehold condo.",0.7845,Positive
603,Seven Crescent,5.0,"Posted on April 11, 2022 by Barry Zheng",Peaceful and Beautiful. 5 Minutes Walk to East Coast Park. Nearby Park and Playground,0.7964,Positive
604,Country Grandeur,4.0,"Posted on April 10, 2022 by Jai Singh","Pros:
Low density means less demand for facilities.
Extremely near CCNR and Nature Parks. Windsor Natue park 5 minute walk away. Nature and outdoor lovers will rejoice....",0.6115,Positive
605,507 Ang Mo Kio Avenue 8,5.0,"Posted on April  9, 2022 by  ","Essential amenties nearby:
(1) Next block - 2 clinics (GP, TCM), coffee shop selling famous white bee hoon, bak kut teh, economical rice, indian/muslim eating house, 2...",-0.4404,Negative
606,Echelon,0.0,"Posted on April  8, 2022 by Tomoe Denda","Our landlord’s agent is charging us to replace the window handles, even though many people have the same issue in Echelon. Agent is asking for proof. Could you please post...",0.3182,Positive
607,Azalea Park Condo,2.5,"Posted on April  7, 2022 by  ",Decent 1990s condo. Generously sized. Nice compound and away from the hustle and bustle. Connected to major expressways too.,0.6808,Positive
608,Newton Suites,1.3,"Posted on April  5, 2022 by  ",Not pet friendly. Common areas are mediocre cleanliness. Lifts not very clean. Very dimly lit small lobby. Garbage chute areas always smelly. Entrance is very small - almost all...,-0.6127,Negative
609,The Sail @ Marina Bay,4.7,"Posted on April  4, 2022 by Mark T",The new management has made progress in many areas in terms of managing The Sail. The new pneumatic rubbish chute system is one great improvement. Common areas are added with...,0.872,Positive
610,Parc Esta,5.0,"Posted on April  4, 2022 by Corp Tech","Nothing else need for this level of pricing. Everything you need is around the area. With that price in this market, it is hard to find.",-0.1027,Negative
611,The Estuary @ Yishun,3.2,"Posted on April  4, 2022 by Corp Tech",1 of the top few condos in Yishun. But then again choices are limited,-0.2382,Negative
612,Tre Residences,1.8,"Posted on April  4, 2022 by Corp Tech","if you really want to live in that area, not a bad choice. Layout for a 3bedroom is pretty efficient. Security quite nice sometimes.",0.9317,Positive
613,Northwoods,0.0,"Posted on April  4, 2022 by Corp Tech","Photos look much nicer than in real life. But after all it is not a new condo. But if you got visitors, there are chances of not able to park inside.",0.4854,Positive
614,The Medley,0.0,"Posted on April  4, 2022 by Corp Tech",No security and gate sometimes don't work. Insect issue(But I think it is the area itself and due to the construction at the back). Neighbors like to complain about lots of...,-0.2584,Negative
615,Domus,5.0,"Posted on April  4, 2022 by Chris Goh","Location is fantastic- close to transport links, good schools and truck load of food options around the place. Zhongshan mall, novena square cluster etc all within short walking...",0.7579,Positive
616,The Waterina,5.0,"Posted on April  4, 2022 by  ",Very well maintained Resort landscape with 50 meter pool. Good size gym & huge function room. Fitness corner & nice children playground. Rooms & hall are good size. Can park as...,0.9245,Positive
617,Bishan Loft,5.0,"Posted on April  3, 2022 by Induce iOS","nice view of swimming pool, very accessible, decent facilities",0.4215,Positive
618,Riverbank at Fernvale,5.0,"Posted on April  3, 2022 by Liu Yang",very good,0.4927,Positive
619,Laurel Tree,0.0,"Posted on April  3, 2022 by Ryan Foo","From my memory, this condo ran into some issues during the building stage hence took very long to complete. The original developer does not seem to be the one who completed it....",0.3182,Positive
620,Hundred Palms Residences,5.0,"Posted on April  3, 2022 by adrian chia",Good place for family,0.4404,Positive
621,The Lanai,0.7,"Posted on April  3, 2022 by nicolas reynard",I am very disappointed with the surroundings and especially kids playing football and shouting outdoors in the car park. No action was taken from the management office... Forget...,-0.6613,Negative
622,The Bently Residences@Kovan,4.8,"Posted on April  2, 2022 by Gilbert chen",Near MRT station yet sufficient distance so that one can have a good rest. Many good food nearby and friendly neighbours.,0.8402,Positive
623,The Abode at Devonshire,0.8,"Posted on April  2, 2022 by Jeffrey Tan","The apartment building is quite old over 20 years old, and the facilities (or lack of rather) and condition reflects that. The lift is of an old obsolete model and is...",-0.5423,Negative
624,Belle Vue Residences,2.7,"Posted on April  2, 2022 by Robin Donovan","The development itself is lovely to look at and the location is excellent. However - The units are poorly built and suffer with damp, water ingress and building shifting...",0.6124,Positive
625,32 Jalan Bukit Ho Swee,4.8,"Posted on April  2, 2022 by Anonymous","Been living here for 13 years, there are great amenities within walking distance of 5 to 10 mins walk, like hawker centre and several coffeeshops, grocery stores, NTUC, barber...",0.765,Positive
626,The Greenwich,0.0,"Posted on April  1, 2022 by Irene Ng","Horrible management. Not a good condo for dog owners. If your dog does his/her business in common areas, there is a fine of $150 with no warning. I supposed there must be...",-0.4714,Negative
627,The Cape,5.0,"Posted on March 31, 2022 by Nathan Tan","Perfect location with good food, schools, transport options all around!",0.784,Positive
628,Summer Scent,5.0,"Posted on March 30, 2022 by Elvelyn Low",Quaint development. Good internal layout with effective use of space. Only 10 mins walk to Kovan mrt and the wide range of food choices along Upper Serangoon.,0.7184,Positive
629,Buckley 18,0.0,"Posted on March 29, 2022 by Linda Ong","I Just fall in love with the building ..  love the surrounding all Low Rise , clean and neat environment",0.9186,Positive
630,Simsville,0.0,"Posted on March 29, 2022 by  ",100 % agree with previous reviews. Here planes keep flying full day above your head and right in front the MRT noise.,0.3612,Positive
631,Domus,5.0,"Posted on March 28, 2022 by Chris Goh","Has everything you could possibly need or want nearby- great schools within 1km, novena mrt a short walk away, novena Square and Zhongshan cluster of malls just nearby, plenty...",0.6597,Positive
632,Forest Hills Condo,3.7,"Posted on March 28, 2022 by Koh Eng Chor",Quite n peaceful place. Lifestyle living.,0.539,Positive
633,Serenity Park,4.5,"Posted on March 27, 2022 by BOLO KOLO",Love the facilities and common area not too many transport links or amenities nearby,0.6369,Positive
634,The Scala @ Lorong Chuan,3.8,"Posted on March 27, 2022 by Alex Lu",The location of this condo is excellent as it is convenient in terms of public transport and finding necessary amenities. The standard of the gym is at the bare minimum of a...,0.5719,Positive
635,Simsville,0.0,"Posted on March 27, 2022 by Su L","Near Geylang Red light district, Main road and noisy. you can hear MRTs from 6 am to mid-night. People say, Close windows and doors and you won't hear anything'. However, if you...",-0.1779,Negative
636,One-North Residences,2.5,"Posted on March 26, 2022 by Laura S","I lived here for only 3 months and needed to leave. Firstly, there is massive construction work that takes place from early morning to late at night. The facilities are not...",-0.0516,Negative
637,The Sixth Avenue Residences,1.8,"Posted on March 25, 2022 by Michael Frito","A beautiful place but feeling like you are not at home! Rules, rules, rules, forbidden, forbidden, forbidden!!!
Guardians are sympathetics but under pressure by the management...",-0.8631,Negative
638,City Square Residences,2.8,"Posted on March 25, 2022 by Abhi Sharma",Everything is good but the management especially the office out here. They work like people  in 80s used to work in typical Indian govt. offices; every time would ask for tonnes...,0.6369,Positive
639,Starville,4.5,"Posted on March 25, 2022 by Eugene Lim","you can find a quiet place if you find a apartment not facing the expressway , good facing the landed area with no afternoon sun it will be a perfect place to live in , good...",0.8074,Positive
640,Simsville,0.0,"Posted on March 25, 2022 by  ","Stay away from this condo and the houses here.

You will end up in paying for all old equipments, fittings, pipes throughout your stay. 
Owners are getting tenants pay for...",-0.1027,Negative
641,Simsville,0.0,"Posted on March 25, 2022 by  ",The biggest drawback of this area esp Simsville is the Paya Lebar Airport nearby. The planes fly so low and throughout the day that it becomes so annoying. I have to mute myself...,-0.7377,Negative
642,Simsville,0.0,"Posted on March 23, 2022 by  ",Good for students but not for families. Old and noisy,-0.0258,Neutral
643,Palm Isles,4.7,"Posted on March 23, 2022 by kate oh",Viewed few other condos nearby. The developer really makes difference. It's well maintained than any other condos. All rooms are quite sizable. Quiet and peaceful place.,0.6486,Positive
644,351 Tampines Street 33,0.0,"Posted on March 23, 2022 by Ferhan Feroze","Near to Changi Airport
Easily access to PIE / ECP
Tampines Mart (Market / Gym / Coffee Bean / Kopitiam / Giant  and many mores)
3 Schools within the surrounding (East Spring...",0.34,Positive
645,OLA,5.0,"Posted on March 23, 2022 by Ansar Mohamed Sali",Great value for money! Great Spanish themed facilities. Accessibility to everything you need and want. Best!,0.9492,Positive
646,350 Corporation Drive,5.0,"Posted on March 23, 2022 by Lily Ash Burn","Perfect for family with children & elderly. Childcare just down below the same block. Elderlycare just on opposite block. Walking distance to Primary & Secondary School, the...",-0.2732,Negative
647,Simsville,0.3,"Posted on March 22, 2022 by Anonymous",Old and noisy so repairwork throughout year,-0.1779,Negative
648,The Crest,1.7,"Posted on March 22, 2022 by Jimmy","Lived here, you shouldn't. Drain flies infestation due to septic tank, water seepage and drainage problems throughout the condo. Unknown water loss problems, planters don't...",-0.7717,Negative
649,Buckley 18,0.0,"Posted on March 22, 2022 by Linda Ong","I have seen this project a few time . It’s make me feel like I am on oversea .. love the Low rise condo, very well maintenance. Friendly neighbour.",0.8874,Positive
650,Ark @ Gambas,2.7,"Posted on March 22, 2022 by  ",Good for storage and e-commerce distribution,0.4404,Positive
651,The Colonnade,0.8,"Posted on March 21, 2022 by LGU OVG",dining room upstairs living room downstairs very expensive for only 2 bedroom and a study room without windows - Just a bus number 75 very near,0.0772,Positive
652,The Sail @ Marina Bay,5.0,"Posted on March 21, 2022 by Isabelle Loo","Great location, fabulous facilities, lots of places to hang out",0.8176,Positive
653,Helios Residences,1.7,"Posted on March 21, 2022 by Anthony Lam","Good location if you frequently go shopping at luxury stores as it is within walking distance to paragon. However, as with city living the noise and jams at cairnhill & scotts...",0.4404,Positive
654,D'Fresco,0.0,"Posted on March 21, 2022 by  ",Had friends who were tenant and owners. They are all glad to be out of here let’s just put it that way,0.7269,Positive
655,134 Edgedale Plains,3.8,"Posted on March 21, 2022 by Nipu Nallakkandy",Suitable block for children and family living with vast parks and play area nearby. Also proximity to LRT/Bus and super markets.,0.5267,Positive
656,The Mezzo,3.7,"Posted on March 20, 2022 by The Interweave",Do not expect much,0.0,Neutral
657,Ventura View,5.0,"Posted on March 20, 2022 by William Ong",Easy access to everywhere. Nice and quiet place with lot of nice food and places to chill nearby.,0.8176,Positive
658,Residences @ Evelyn,4.7,"Posted on March 19, 2022 by Keefe Lai",Very well maintained grounds especially the large pools. Peaceful though it is in a prime and busy location.  Good layout of homes. Professional mcst and security. Excellent...,0.9273,Positive
659,Yong Siak View,4.0,"Posted on March 19, 2022 by Stephanie Low",Located in a great spot. Rare freehold development in the neighborhood.,0.7003,Positive
660,Parc Riviera,0.0,"Posted on March 19, 2022 by Bilal Sadiq",One side is road and front there are 2 new building under construction. Not recommended with noise that you can't even hear your voice.,-0.1511,Negative
661,North Park Residences,2.0,"Posted on March 16, 2022 by Stand O",Good location. Near KTPH and just next to Yishun MRT. Pools are cool. Problem is the hallway gets puddles of water even with light rain and the paint on the walls already are...,0.3612,Positive
662,Seletar Springs Condominium,2.8,"Posted on March 16, 2022 by  ",Just bought a unit here and moved in a week ago after a full extensive reno. No complains so far- quiet private housing estate that resembles a balinese resort so don't really...,0.2924,Positive
663,Regent Heights,4.5,"Posted on March 16, 2022 by Yana Dlailaz","I have lived here for 2 years now. Before I purchased my unit, I went to look at all the condo in Bukit batok and Regent heights is the only one that gives that warm feeling of...",0.34,Positive
664,The Vue,3.2,"Posted on March 16, 2022 by Ah ek",Low density area with quiet and peaceful environment . Good for small family or couple or single who. Facilities are basic but adequate. Connectivity around Singapore is quite...,0.5927,Positive
665,The Vue,3.2,"Posted on March 16, 2022 by Ah ek",Low density area with quiet and peaceful environment . Good for small family or couple or single who. Facilities are basic but adequate. Connectivity around Singapore is quite...,0.5927,Positive
666,Casa Esperanza,0.7,"Posted on March 15, 2022 by Serene Tan",Pros 1) Good for those kids that cannot wake up 2) MRT if u use it   Cons 1) Small & smelly gym 2) Inconsiderate residents that always dirty the lift 3) Only 1 carpark lot for...,-0.4404,Negative
667,Casa Esperanza,1.2,"Posted on March 15, 2022 by Serene Tan",Pros 1) Stay next to school so that kids can wake up late 2)MRT if u use that.,0.0,Neutral
668,Casa Esperanza,1.2,"Posted on March 15, 2022 by Serene Tan",1) The gym is small and smelly,0.0,Neutral
669,The Terrace,4.8,"Posted on March 15, 2022 by  ","Incredible landscaping, large common spaces, spacious units, luxurious amenities, natural toned façade with lush foliage throughout the deck. Well connected, 3 LRT stops to...",0.4588,Positive
670,Viva Vista,5.0,"Posted on March 14, 2022 by Peter Tan","This condo is in an excellent location and is near to NUS, NUH, Science Hub and Mapletree Business City etc. It is also conveniently located and you can easily walk to 2  MRT...",0.7269,Positive
671,Pinehurst Condo,3.3,"Posted on March 14, 2022 by E Teo","Really huge rooms, high ceiling, feels spacious. Condo is so clean and well maintained. would recommend",0.8735,Positive
672,Thomson Grand,1.8,"Posted on March 13, 2022 by Investor Ng","With ongoing MCST suit against developer , many units are selling ? Maintenance fee is already a lot per month and if defects are not rectified, it might be more in future . The...",-0.4019,Negative
673,The Teneriffe,1.3,"Posted on March 13, 2022 by Tiger","Very poor management and unfriendly security guards , lots of insects in the basements and very humid, moldy everywhere",-0.5413,Negative
674,Buckley 18,0.0,"Posted on March 13, 2022 by Linda Ong","Great apartment , love the greenery and serenity  . Low rise , I like it as it’s only 5 mins walk distance to malls , mrt , newton food court for my favourites food .  Well...",0.8957,Positive
675,The Luxurie,5.0,"Posted on March 11, 2022 by george keh","Location, maintenance, Condo Manager ( Shout out to Ahmad), main comm , MCST ( Our chairman and the rest) always on the ball . Live there for nearly 4 years, my whole family is...",0.0,Neutral
676,The Inflora,4.2,"Posted on March 11, 2022 by p.m. ng","Loved this place, extremely peaceful and quiet.",0.8122,Positive
677,Suites De Laurel,2.0,"Posted on March 11, 2022 by J L","It's right next to the Rail Corridor, so it's good for nature lovers. The entire development is small, though, and so are the units and facilities. Seems to have been built with...",0.7635,Positive
