Name,Rating,Date,Content
Meadows @ Peirce,Rating: 5,"Posted on June 17, 2022 by  ",A beautiful condo which is very serene.
Treasure on Balmoral,Rating: 4.3,"Posted on June 17, 2022 by Jessica Schwarze","Very close to Orchard but lush and green area, exclusive and quiet.
Building is very well maintained. Units have big balcony doors which I always keep open. balconies are big..."
Tre Residences,Rating: 5,"Posted on June 17, 2022 by Michele chao","Very good and convenient location, right beside Aljuneid MRT. Large pool, clean and new facilities."
Signature At Yishun,Rating: 4.5,"Posted on June 17, 2022 by  ",We enjoyed the location which is near to Orchid Country Club and Lower Seletar Reservoir. Facilities are well maintained and suitable for young family. Security and management...
Hillcrest Villa,Rating: 5,"Posted on June 15, 2022 by Ria Hipa","It’s a place to live, period.  Happy with what I have , and wonderful neighbours. Great pool"
Hillcrest Villa,Rating: 5,"Posted on June 15, 2022 by Mike Young","Once you fall in love with this place, it is very difficult to find another one that’s is as good.  A pitty it is 99er are lease hold, but from 2007, it still has over 88..."
The Reef at King’s Dock,Rating: 5,"Posted on June 15, 2022 by Zee","Awesome location, just a stone's throw away from the sea. Can see Sentosa too! Comes with a floating platform which is really unique and cool. Very near to SG's largest mall -..."
Pine Grove,Rating: 0,"Posted on June 15, 2022 by Mui Hwa Ng","A gem of a place. Thankfully, the recent upgrade of the common areas have made this condo a good place for family with children attending schools nearby. Impressed with this..."
Robin Residences,Rating: 2.7,"Posted on June 15, 2022 by Tay denver","Rented two units here in the estate. It is very convenient in terms of transport access to Expressway, City, Orchard. 
Estate itself, mixed feeling. Though a top notch estate,..."
Queens Peak,Rating: 2.2,"Posted on June 15, 2022 by 53ways","Condo is new, so everything looks nice at first glance. But when you look closely, the condo designer has made some terrible, low-quality fixture choices like the shoddy Fermax..."
Hillcrest Villa,Rating: 5,"Posted on June 15, 2022 by  ","I was given a few choices for Cluster housing, but glad that Hillcrest Villa turns out to be a great choice for us. Close prolixity to CBD, where I work, but convenient for our..."
Hillcrest Villa,Rating: 5,"Posted on June 15, 2022 by  ","Have been staying here for 3 years with my Family, this is a great place.  Looking forward to stay in Singapore for another 2 years."
Westcove Condo,Rating: 3.7,"Posted on June 15, 2022 by Fintan Mc Kiernan","While the original interiors are dated, many of the refurbed units are beautiful.
This is a low density development only 7 floors, which makes it very peaceful.
It is very..."
The Florida,Rating: 4.3,"Posted on June 14, 2022 by CL Giam","1. Good regular Facilities (Pool, Tennis, Gym) and perks (Karaoke room, Sauna room, Table Tennis)
2. Friendly neighbours with many Instructors for kids (Tennis, Piano,..."
The Merlot,Rating: 1.3,"Posted on June 14, 2022 by  ",Too noisy and lift keeps breaking down. Management very hard to get in touch.
The Gardens at Bishan,Rating: 0,"Posted on June 13, 2022 by Anbhu MRM","Many variety of foods and eateries, Amenities like Bishan park, reservoirs, top Primary and Secondary Schools etc."
Signature At Yishun,Rating: 4,"Posted on June 13, 2022 by Jeffrey Chai",Really liked the overall precinct of the condo! The facilities are well-maintained with good property management team.
City Square Residences,Rating: 2.8,"Posted on June 12, 2022 by Prateek Jain",Management rules are non-sense. No redmart or any grocery delivery before 9:30 am. No delivery on weekends. Had to go out to collect my ipad from apple delivery guy and collect...
Hillcrest Villa,Rating: 2,"Posted on June 12, 2022 by Eunice Lim",Bought here a few years ago and juz move back after live oversea with my hubby.. Place can be convenience my daughter school(5 min walking) but if I’m not wrong the standard...
Parc Imperial,Rating: 4.3,"Posted on June 11, 2022 by Kheng Wee Chua","It is a small quiet condo if u choose an unit facing landed house. Stone throw away from mrt so can easily go vivo, arc, nus, science park. Good for students or expatriates."
Hillcrest Villa,Rating: 5,"Posted on June 11, 2022 by Fiona Lau","Rented for 2 years, sited in a quiet neighbourhood of Hillcrest, except for morning traffic Jam from 7am-7:30am (should be avoided) otherwise, this area is perfect for families..."
Hillcrest Villa,Rating: 5,"Posted on June 11, 2022 by andy lau","This is a nice place to stay, and great neighborhood with great people."
Hillcrest Villa,Rating: 5,"Posted on June 11, 2022 by Confident Guy","When we decide to invest in Bukit Timah area, Hillcrest Villa caught our attention, and this consistently fetching S$9-11k rental monthly, and preserve the value.  So far this..."
Hillcrest Villa,Rating: 5,"Posted on June 11, 2022 by Confident Guy","Have been staying in Hillcrest Villa for close to 7 years, bought it at S$2.5mn and is now S$3.8mn,  the value has increased tremendously especially the past few years.  One of..."
Sky Green,Rating: 0,"Posted on June 10, 2022 by annabelle lee",This is the worst condo I’ve ever stayed in my life. The only saving grace is the proximity to Tai Seng MRT station. The surroundings are super noisy from day to night. The...
Sims Residences,Rating: 2.3,"Posted on June 10, 2022 by TJ Tan",Spacious rooms but little light and one issue with water or electric after another. MRT next door
The Legend,Rating: 4.5,"Posted on June  9, 2022 by mathew Welch","Older but well-maintained condo, with good community feel. The swimming pool is particularly attractive. Gym is small but serviceable. Excellent transport links with Stevens MRT..."
Astoria Park,Rating: 0,"Posted on June  8, 2022 by Ethan Lee","Positive: Located next to MRT with cheers directly at the entrance. There is NTUC, minimart, doctor and a small coffeeshop behind. Common areas are clean and generally well kept."
The Gardens at Bishan,Rating: 1.8,"Posted on June  6, 2022 by Nabil Dan","From my own personal experience as a resident here, I can tell you the way the place is managed is absolutely ridiculous. It all stems from the management, who are a small team..."
199A Punggol Field,Rating: 4,"Posted on June  5, 2022 by ̆","It is excellent with many amenities, literally 10 seconds walk to Cove LRT Station, lift some more! Also literally beside a mini shopping centre with good foods and shops. Near..."
The Springfield,Rating: 0.7,"Posted on June  5, 2022 by  ","Avoid buying a place here!!!! I regret it terribly and am stuck wt the home. Horrible horrible place and maintenance. Rodents/rats infested, badly needs a fresh paint job, no..."
Aquarius By The Park,Rating: 3,"Posted on June  4, 2022 by Potatolatato Latato","On the plus side condo has huge pool , gardens and facilities. On the negative side, ceiling height is really quite Low , you can touch the ceiling fan easily. Most units have..."
Skysuites @ Anson,Rating: 0.7,"Posted on June  4, 2022 by Jennie Qiu","Avoid renting or buying this place at Skysuites@Anson, there are much better options out there.
The condo facilities are old and poorly maintained. The condo is surrounded by 2..."
The Amarelle,Rating: 3.7,"Posted on June  4, 2022 by Tan Steven",Superb location to any central part of the Island
Tanglin View,Rating: 5,"Posted on June  3, 2022 by Sandra I","Tanglin View is one of those rare more established estates where you will find spacious apartments with large living rooms & bedrooms, high ceilings & big windows. The layout of..."
The Amery,Rating: 3.8,"Posted on June  2, 2022 by Jammer Au","very quiet and serene development.
a huge plus with a big pool."
The Metropolitan Condominium,Rating: 4.3,"Posted on June  2, 2022 by Meg Chand","Olympic sized beautiful swimming pool, tennis court, newly renovated gym, and very spacious apartments given the central location (the other buildings in Redhill/ Alexandra View..."
Austville Residences,Rating: 5,"Posted on June  2, 2022 by Khine Ma",Maintenance here is very good. Very clean and I like the view facing the river. The condo layout is the best. It gives you all the corner and very spacious. Although it is...
WhiteHaven,Rating: 5,"Posted on June  2, 2022 by changming Niu",Good surrounding environments and  strong atmosphere of learning
Arc at Tampines,Rating: 4.2,"Posted on June  1, 2022 by Lawrence Yeow",U walk less than 30 steps u have ur 24 hour Coffeeshop and convenient supermarket. 6 bus services and sheltered both directions. Just one super long bus stop to reach the mrt...
Tre Residences,Rating: 4.5,"Posted on June  1, 2022 by  ","Numerous amenities which are in close proximity and within a short walk away (PLQ, Geylang East Central, GE Library, mrt station, bus stops which honestly serve many buses that..."
North Park Residences,Rating: 5,"Posted on May 31, 2022 by apple app",Very convenient place to stay especially for those with elderly and children. Many amenities nearby and bus stop/mrt are within short walking distance with shelter. Various nice...
Mutiara Crest,Rating: 4.7,"Posted on May 29, 2022 by Excellent Products Info",It’s a nice condo with luxurious vibes such as private lifts etc. great security guards. Super friendly. we enjoyed our stay there. the only problem with it is the pool is in...
Pandan Valley,Rating: 4.3,"Posted on May 29, 2022 by Veronica Poon",We moved here 3 years ago and really enjoyed living here. The building walls are thick and make the units very quiet inside. My balcony is big enough to hold BBQ party. My...
RiverTrees Residences,Rating: 4.7,"Posted on May 27, 2022 by Tony kiang","Nice place, quite , windy, very close to nature. River walk is just few hundred meter away and Coney Island is also very close so you can plan weekend to walk inside if you live..."
RiverTrees Residences,Rating: 4.3,"Posted on May 27, 2022 by Tony kiang","Nice place, quite , windy, very close to nature. River walk is just few hundred meter away and Coney Island is also very close so you can plan weekend to walk inside if you live..."
The Sail @ Marina Bay,Rating: 5,"Posted on May 27, 2022 by Jelly Cat",Best for office workers with hybrid arrangement. Close to offices & yet liveable space for working from home.
MDIS Residences@Stirling,Rating: 0,"Posted on May 26, 2022 by Serasu Oğuz","This is the worst place ever! Total scam, don’t believe any word that they say. Rooms are terrible, pantry is a joke with only one small microwave and small fridge which if..."
The Trumps,Rating: 4.7,"Posted on May 26, 2022 by  ","We stayed there for 3 years and we really enjoyed the quiet environment and clean facilities. The guards are nice, condo is very well maintained and still looking new despite it..."
Regentville,Rating: 4.3,"Posted on May 25, 2022 by lynn ng",Initially I moved due to primary school consideration and having little expectations for a 20 year old resale house. The initial impression was not great as its entrance to the...
216 Jurong East Street 21,Rating: 5,"Posted on May 25, 2022 by Angela - Lai Ching CHAN","Rare
Greenery view"
Hillvista,Rating: 3.7,"Posted on May 22, 2022 by K R","A fantastic low density condo with a good mix of residents. The facilities are just right for the number of residents (2 swimming pools, huge bbq facilities, good size gym, kids..."
Watertown,Rating: 2.2,"Posted on May 21, 2022 by Ravi Channavajhala",Stayed at Watertown for 2 yrs.  Extremely difficult place to live with three different entrances maling deliveries from Amazon etc very difficult.  Huge mall below with shops...
Montrosa,Rating: 1.2,"Posted on May 21, 2022 by Katie Lim",Be extra careful not to pay any deposit or rental without having a physical LOI or TA on hand. There are unscrupulous owners who seem nice but change their tone (and the terms)...
Sturdee Residences,Rating: 4.7,"Posted on May 21, 2022 by Chalky Nan","Lots of food, night life and super near to city. Couldn't ask for more!"
Aura 83,Rating: 4.5,"Posted on May 18, 2022 by TY",Wonderful little building in a secluded part of the nicest area in town.
Cavenagh Gardens,Rating: 3.5,"Posted on May 18, 2022 by Ku T H",5 to 10 min walk to orchard road where food and shopping is and somerset MRT. Love the big and squarish room layout which is hard to find in newer condo. Only thing is it does...
The Merasaga,Rating: 4,"Posted on May 17, 2022 by Goh David",Its 3-bedroom unit has big living/dining hall and master bedroom (vs new condominium). Other 2 bedrooms can easily put queen size bed.
Cardiff Residence,Rating: 3.8,"Posted on May 16, 2022 by Darren Hihi","Very calming vibes around the development. Near Lor Chuan MRT, also beside bus stop. Amenities and coffeeshop are a 7 mins walk from the development. Also able to take a slow..."
Cherry Gardens,Rating: 5,"Posted on May 16, 2022 by Siok Peng Ong",I lived at Cherry Gardens for  more 10 years before I moved a few years ago.  I still miss the place a lot.  The location is excellent.  It's a 8 min walk to the MRT.  If you...
The Garden Residences,Rating: 4,"Posted on May 15, 2022 by Su Hoe",Peaceful surroundings. Nearby town centre makes it convenient to purchase daily necessities. Oasis in neighbourhood
Elias Green,Rating: 5,"Posted on May 13, 2022 by Siddharth Jain","We love living here. Large units, open wide spaces and good facilities. The shuttle is regular and markets and amenities easily accessible ."
Viz at Holland,Rating: 5,"Posted on May 12, 2022 by  ",Best facility and best view with neighbourhood:)
Mackenzie 138,Rating: 4.5,"Posted on May 12, 2022 by dominique lecossois",A very private condominium due to the very low number of unit makes it perfect for a quiet living near the busy Orchard Road district. Well build it is the ideal place to enjoy...
Parc Seabreeze,Rating: 1.3,"Posted on May 10, 2022 by Ng Edy","is very noisy, dirty as we are just beside the main road, the structure quality is not good, the marble is crakcing and peeling , the drainage in masterbedroom is really smelly..."
Veranda,Rating: 1.8,"Posted on May 10, 2022 by test testt",Looks quite well maintained for a 15 year old condo.
The Sail @ Marina Bay,Rating: 2.2,"Posted on May 10, 2022 by TY","The paid reviews here (or reviews by apartment owners) is obvious. AVOID THE SAIL AT ALL COSTS, unless you enjoy a 10 minute wait time for the elevator (+ another 10 to get..."
Costa Rhu,Rating: 4.2,"Posted on May 10, 2022 by Joshua Samuel","Feels like a luxury resort, being situated at the entrance of Gardens by the bay and having private lifts to each unit. There have been big improvements to condo facilities..."
Skysuites @ Anson,Rating: 0,"Posted on May 10, 2022 by Al Kh","Always noisy, goodbye sleep: You can hear noisy renovations on other units 12-15 floors above/below your unit. Also, there are two major constructions happening outside and..."
Viz at Holland,Rating: 5,"Posted on May  8, 2022 by Yang Bo","The view on the other side with all the greenery and the GCB are just great, with eagles occasionally flying around. The condo facility is great and well maintained. Very close..."
Emily Residence,Rating: 4.7,"Posted on May  7, 2022 by Vivien Gu","It is truly lovely with the whole Mount Emily Park behind. Each unit on the same floor has a different layout with a good design, ensuring ventilation and natural lights. 
You..."
Simei Green Condominium,Rating: 3.7,"Posted on May  7, 2022 by Yeo Joe",Well maintained landscape with homey atmosphere
Kingsford Waterbay,Rating: 4,"Posted on May  7, 2022 by Ng","Nice green scenery without blocking, quite and peaceful"
La Fiesta,Rating: 4.7,"Posted on May  6, 2022 by Gary","Extremely conveniently located surrounded by ample amenities and fully sheltered to MRT station and mall. 
Easy connectivity to major expressway of CTE/TPE/KPE.
Renowned Nan..."
Buckley Classique,Rating: 4.8,"Posted on May  6, 2022 by Alister Dunbar","We're a family of 5, employment pass (expats from Australia). This condo is 3rd in Singapore since 2010. It features a jaw-dropping classic villa (historic preservation) open..."
Buckley Classique,Rating: 4.8,"Posted on May  6, 2022 by Alister Dunbar","We're a family of 5, employment pass (expats from Australia). This condo is our 3rd in Singapore. It features a jaw-dropping classic villa (historic preservation) open for..."
Wembly Residences,Rating: 3,"Posted on May  5, 2022 by CLARE TAN","Being staying here for a few years. Love the proximity to stadium, Nex, and many nice food in Serangoon and Kovan. Yet the minor road ensure the place is peaceful and quiet for..."
Urban Vista,Rating: 4.3,"Posted on May  4, 2022 by Tommy Tan",Easy travelling to Changi Airport and the city due to the MRT in front. I love the 2 swimming pools and tennis courts.
d'Leedon (Former Farrer Court),Rating: 0,"Posted on May  3, 2022 by Charmaine Whilliams","if you are planning to rent its ok, good location, decent facilities for kids.  as an owner I would be VERY angry as the quality of the project and building is terrible...."
Eight Riversuites,Rating: 1.2,"Posted on May  3, 2022 by trax 80","If you want to be regularly abused by security guards, by all means stay here. Not sure if they are protecting the residents or if the residents need protection against them"
Sims Urban Oasis,Rating: 5,"Posted on May  3, 2022 by L Tan","Very near city, near MRT and 2 bus stops at doorstep, good amenities and good food around. Beautiful place with greeneries, great facilities especially the pool with jaccuzi and..."
The Tembusu,Rating: 1.5,"Posted on May  2, 2022 by  ",Common area is poorly maintained.  The wooden deck around the pool is rotting!
Centra Residence,Rating: 4.3,"Posted on May  2, 2022 by Jeremy Lim","Excellent Location, with its Freehold Tenure. Short walk to Kallang MRT, with plenty of amenities surrounding. Surrounding area is quiet, and nice."
Parvis,Rating: 4.7,"Posted on May  1, 2022 by Louise L",Great condo and facilities. Well maintained and looked after. Nice and peaceful with good outdoor space. Lower ground condos have more room and direct access to pool. Highly...
iResidences,Rating: 0,"Posted on May  1, 2022 by Johnson Soh","Quiet, tranquil and yet only 5mins walk to MRT. Huge potential for capital appreciation as average pdf is still below $2k. Nearest new launch Verticus at Balestier is selling..."
Parc Vera,Rating: 3.8,"Posted on April 28, 2022 by  ","Smart buy, conviniently located directly opposite new supermarket, foodcourt, cafes, shops and resturants. Far more spacious living areas, interiors in comparison to new..."
St Michael's Place,Rating: 1.2,"Posted on April 28, 2022 by Dean Lam",My item got stolen in this condo apartment. We (me and the police officer) were told by management staff that there was no footage to be recorded. So what's the point of having...
Shelford Regency,Rating: 3.8,"Posted on April 27, 2022 by Danny Soh","old development. Good access to good schools, gardens, groceries and hawker centre. Quiet and understated neighborhood"
603 Clementi West Street 1,Rating: 3.2,"Posted on April 26, 2022 by N K",Peace & Quiet
Milford Villas,Rating: 1.2,"Posted on April 26, 2022 by Marc Ang",facilities are limited with only a smallish pool; grounds are just adequately maintained; and development is deep in /  inaccessible part of estate
The Stellar,Rating: 5,"Posted on April 26, 2022 by Marc Ang","one of few rare Freehold condos with a huge pool, big gym overlooking the pools and tennis court. grounds are very well kept and the structure is very well built"
Beacon Heights,Rating: 4.3,"Posted on April 24, 2022 by Paulianna Ow",Swimming Pool - let's start with 50m pool - good size pool.
Villa Martia,Rating: 3.7,"Posted on April 24, 2022 by Ilina Wee","Perfect location near good schools, HDB amenities including wet market, community centre, library and food along East Coast road within walking distance.  Drivers are Well..."
Chelsea Gardens,Rating: 5,"Posted on April 24, 2022 by Sanjeev Agrawal",Loved living there . Small condominium with nice people and great location!
The Beacon,Rating: 4.7,"Posted on April 24, 2022 by Al Sim",The 1500sf units have square layouts which makes it efficient and comes with 2 nicely sized balconies. The surrounding areas have limited number of units with this size as...
The Petals,Rating: 4.3,"Posted on April 23, 2022 by Happy Bear",Many older SG Chinese folks here. Good for your elderly to stay in. Apparently most of them have been here since the condo was built! They seem to all know each other and meet...
The Sail @ Marina Bay,Rating: 4.8,"Posted on April 23, 2022 by KuaiLe Song",I suggest that Propertyguru should moderate and remove all reviews more than 3 years old. Having the average rating taken from obsolete reviews lack relevancy in today’s...
117A Jalan Tenteram,Rating: 5,"Posted on April 22, 2022 by Gc Lim","There is a renovated walkway tunnel leading to St Michael Road, making it easy access to PCN, Serangoon Road, Boon Keng MRT and etc."
Horizon Green,Rating: 4.7,"Posted on April 22, 2022 by  ","One of few cluster housings in Singapore with ample interior and outdoor space within estate, providing facilities for the young, the adults and the older folks. Good amenities..."
311C Clementi Avenue 4,Rating: 4.5,"Posted on April 20, 2022 by Celing Lam",I moved in this place for a year n I like the quietness n unblocked view. There is morning sun but not directly shining to the balcony. You can feel the Fresh air daily. Though...
iNz Residence,Rating: 5,"Posted on April 20, 2022 by Joe Ng",Great place to stay! Highly recommended
The Gazania,Rating: 1.3,"Posted on April 20, 2022 by Corp Tech","Price not cheap and I think they keep having periodical promotion. If you buy at wrong timing, you might be buying at a higher prices than others or Vice versa. Nearest small..."
The Palette,Rating: 5,"Posted on April 19, 2022 by Peter John lim jun (Esss)",very nice and cool but lacking basketball or badminton courts
The Cascadia,Rating: 4.3,"Posted on April 19, 2022 by Team Kohen",Great amenities. Short distance to MRT. Within 1km to MGS
Hillcrest Villa,Rating: 5,"Posted on April 17, 2022 by Confident Guy","Living here for many years, King of schools and 5mins walk to MRT, friendly neighbours, and perfect quiet environment."
The Aston,Rating: 5,"Posted on April 17, 2022 by Shannon Lee","Great location, especially with the upcoming Great World City MRT station, few minutes' walk to Great World City shopping mall and Zion road food center, quiet and peaceful..."
Claymore Plaza Apartments,Rating: 5,"Posted on April 17, 2022 by Shannon Lee","Great location in the heart of town, building is located right across from Shaw Centre (Isetan, Lido cinemas, Les Amis, Mui Kee etc.), few minutes' walk to Orchard MRT via the..."
Balmoral Heights,Rating: 5,"Posted on April 17, 2022 by LT San",I've been staying in Balmoral Heights for a few years now and it's been very pleasant. The neighborhood is quiet and peaceful since it's just off Bukit Timah Road and the...
Waterbank at Dakota,Rating: 1,"Posted on April 17, 2022 by Lim Wowo","This place is close to MRT, food and bus stops but it ends there. All the residents are going crazy working from home because of the aircraft flying loudly. The walls are super..."
Skies Miltonia,Rating: 5,"Posted on April 16, 2022 by Tom Tom","Condo is clean and well-maintained. Big swimming pool. Shuttle bus is always on time.  Have been staying here for a while and I would say overall, it is a pleasant stay."
Prive,Rating: 5,"Posted on April 16, 2022 by Nicole Tan","This condo has good location and good size layout. for the pool facing stacks, the distance between the opposite blocks are of good distance, not too close, that u can see what..."
Claymore Plaza Apartments,Rating: 4.3,"Posted on April 16, 2022 by clarence chan",Convenient place in terms of location. Limited facilities. Overall decent value for rental.
Laurel Tree,Rating: 0.7,"Posted on April 13, 2022 by Hulk Credible","Already 5 months old, but the pool still does not work, the BBQ pit is not installed, no deck chair at the poolside, garbage in the elevator is a common sight, no monitoring for..."
Devonshire Residences,Rating: 3.3,"Posted on April 13, 2022 by Fernando O.","Excellent location, close to everything and really quick to reach the MRT. The apartments are small, but quite well organized, the only down side is the bedroom which is quite..."
Bishan Loft,Rating: 0,"Posted on April 12, 2022 by Sheu Hau Leong","Compared against Bishan 8 (poor maintenance, small &quot;bathtub&quot; pool, poor layout, West facing or road facing), Rafflesia condo (odd layout, poor estate maintenance),..."
The Riverine By The Park,Rating: 4.8,"Posted on April 11, 2022 by Michele chao","Great location, well maintained and freehold condo."
Seven Crescent,Rating: 5,"Posted on April 11, 2022 by Barry Zheng",Peaceful and Beautiful. 5 Minutes Walk to East Coast Park. Nearby Park and Playground
Country Grandeur,Rating: 4,"Posted on April 10, 2022 by Jai Singh","Pros:
Low density means less demand for facilities.
Extremely near CCNR and Nature Parks. Windsor Natue park 5 minute walk away. Nature and outdoor lovers will rejoice...."
507 Ang Mo Kio Avenue 8,Rating: 5,"Posted on April  9, 2022 by  ","Essential amenties nearby:
(1) Next block - 2 clinics (GP, TCM), coffee shop selling famous white bee hoon, bak kut teh, economical rice, indian/muslim eating house, 2..."
Echelon,Rating: 0,"Posted on April  8, 2022 by Tomoe Denda","Our landlord’s agent is charging us to replace the window handles, even though many people have the same issue in Echelon. Agent is asking for proof. Could you please post..."
Azalea Park Condo,Rating: 2.5,"Posted on April  7, 2022 by  ",Decent 1990s condo. Generously sized. Nice compound and away from the hustle and bustle. Connected to major expressways too.
Newton Suites,Rating: 1.3,"Posted on April  5, 2022 by  ",Not pet friendly. Common areas are mediocre cleanliness. Lifts not very clean. Very dimly lit small lobby. Garbage chute areas always smelly. Entrance is very small - almost all...
The Sail @ Marina Bay,Rating: 4.7,"Posted on April  4, 2022 by Mark T",The new management has made progress in many areas in terms of managing The Sail. The new pneumatic rubbish chute system is one great improvement. Common areas are added with...
Parc Esta,Rating: 5,"Posted on April  4, 2022 by Corp Tech","Nothing else need for this level of pricing. Everything you need is around the area. With that price in this market, it is hard to find."
The Estuary @ Yishun,Rating: 3.2,"Posted on April  4, 2022 by Corp Tech",1 of the top few condos in Yishun. But then again choices are limited
Tre Residences,Rating: 1.8,"Posted on April  4, 2022 by Corp Tech","if you really want to live in that area, not a bad choice. Layout for a 3bedroom is pretty efficient. Security quite nice sometimes."
Northwoods,Rating: 0,"Posted on April  4, 2022 by Corp Tech","Photos look much nicer than in real life. But after all it is not a new condo. But if you got visitors, there are chances of not able to park inside."
The Medley,Rating: 0,"Posted on April  4, 2022 by Corp Tech",No security and gate sometimes don't work. Insect issue(But I think it is the area itself and due to the construction at the back). Neighbors like to complain about lots of...
Domus,Rating: 5,"Posted on April  4, 2022 by Chris Goh","Location is fantastic- close to transport links, good schools and truck load of food options around the place. Zhongshan mall, novena square cluster etc all within short walking..."
The Waterina,Rating: 5,"Posted on April  4, 2022 by  ",Very well maintained Resort landscape with 50 meter pool. Good size gym & huge function room. Fitness corner & nice children playground. Rooms & hall are good size. Can park as...
Bishan Loft,Rating: 5,"Posted on April  3, 2022 by Induce iOS","nice view of swimming pool, very accessible, decent facilities"
Riverbank at Fernvale,Rating: 5,"Posted on April  3, 2022 by Liu Yang",very good
Laurel Tree,Rating: 0,"Posted on April  3, 2022 by Ryan Foo","From my memory, this condo ran into some issues during the building stage hence took very long to complete. The original developer does not seem to be the one who completed it...."
Hundred Palms Residences,Rating: 5,"Posted on April  3, 2022 by adrian chia",Good place for family
The Lanai,Rating: 0.7,"Posted on April  3, 2022 by nicolas reynard",I am very disappointed with the surroundings and especially kids playing football and shouting outdoors in the car park. No action was taken from the management office... Forget...
The Bently Residences@Kovan,Rating: 4.8,"Posted on April  2, 2022 by Gilbert chen",Near MRT station yet sufficient distance so that one can have a good rest. Many good food nearby and friendly neighbours.
The Abode at Devonshire,Rating: 0.8,"Posted on April  2, 2022 by Jeffrey Tan","The apartment building is quite old over 20 years old, and the facilities (or lack of rather) and condition reflects that. The lift is of an old obsolete model and is..."
Belle Vue Residences,Rating: 2.7,"Posted on April  2, 2022 by Robin Donovan","The development itself is lovely to look at and the location is excellent. However - The units are poorly built and suffer with damp, water ingress and building shifting..."
32 Jalan Bukit Ho Swee,Rating: 4.8,"Posted on April  2, 2022 by Anonymous","Been living here for 13 years, there are great amenities within walking distance of 5 to 10 mins walk, like hawker centre and several coffeeshops, grocery stores, NTUC, barber..."
The Greenwich,Rating: 0,"Posted on April  1, 2022 by Irene Ng","Horrible management. Not a good condo for dog owners. If your dog does his/her business in common areas, there is a fine of $150 with no warning. I supposed there must be..."
The Cape,Rating: 5,"Posted on March 31, 2022 by Nathan Tan","Perfect location with good food, schools, transport options all around!"
Summer Scent,Rating: 5,"Posted on March 30, 2022 by Elvelyn Low",Quaint development. Good internal layout with effective use of space. Only 10 mins walk to Kovan mrt and the wide range of food choices along Upper Serangoon.
Buckley 18,Rating: 0,"Posted on March 29, 2022 by Linda Ong","I Just fall in love with the building ..  love the surrounding all Low Rise , clean and neat environment"
Simsville,Rating: 0,"Posted on March 29, 2022 by  ",100 % agree with previous reviews. Here planes keep flying full day above your head and right in front the MRT noise.
Domus,Rating: 5,"Posted on March 28, 2022 by Chris Goh","Has everything you could possibly need or want nearby- great schools within 1km, novena mrt a short walk away, novena Square and Zhongshan cluster of malls just nearby, plenty..."
Forest Hills Condo,Rating: 3.7,"Posted on March 28, 2022 by Koh Eng Chor",Quite n peaceful place. Lifestyle living.
Serenity Park,Rating: 4.5,"Posted on March 27, 2022 by BOLO KOLO",Love the facilities and common area not too many transport links or amenities nearby
The Scala @ Lorong Chuan,Rating: 3.8,"Posted on March 27, 2022 by Alex Lu",The location of this condo is excellent as it is convenient in terms of public transport and finding necessary amenities. The standard of the gym is at the bare minimum of a...
Simsville,Rating: 0,"Posted on March 27, 2022 by Su L","Near Geylang Red light district, Main road and noisy. you can hear MRTs from 6 am to mid-night. People say, Close windows and doors and you won't hear anything'. However, if you..."
One-North Residences,Rating: 2.5,"Posted on March 26, 2022 by Laura S","I lived here for only 3 months and needed to leave. Firstly, there is massive construction work that takes place from early morning to late at night. The facilities are not..."
The Sixth Avenue Residences,Rating: 1.8,"Posted on March 25, 2022 by Michael Frito","A beautiful place but feeling like you are not at home! Rules, rules, rules, forbidden, forbidden, forbidden!!!
Guardians are sympathetics but under pressure by the management..."
City Square Residences,Rating: 2.8,"Posted on March 25, 2022 by Abhi Sharma",Everything is good but the management especially the office out here. They work like people  in 80s used to work in typical Indian govt. offices; every time would ask for tonnes...
Starville,Rating: 4.5,"Posted on March 25, 2022 by Eugene Lim","you can find a quiet place if you find a apartment not facing the expressway , good facing the landed area with no afternoon sun it will be a perfect place to live in , good..."
Simsville,Rating: 0,"Posted on March 25, 2022 by  ","Stay away from this condo and the houses here.

You will end up in paying for all old equipments, fittings, pipes throughout your stay. 
Owners are getting tenants pay for..."
Simsville,Rating: 0,"Posted on March 25, 2022 by  ",The biggest drawback of this area esp Simsville is the Paya Lebar Airport nearby. The planes fly so low and throughout the day that it becomes so annoying. I have to mute myself...
Simsville,Rating: 0,"Posted on March 23, 2022 by  ",Good for students but not for families. Old and noisy
Palm Isles,Rating: 4.7,"Posted on March 23, 2022 by kate oh",Viewed few other condos nearby. The developer really makes difference. It's well maintained than any other condos. All rooms are quite sizable. Quiet and peaceful place.
351 Tampines Street 33,Rating: 0,"Posted on March 23, 2022 by Ferhan Feroze","Near to Changi Airport
Easily access to PIE / ECP
Tampines Mart (Market / Gym / Coffee Bean / Kopitiam / Giant  and many mores)
3 Schools within the surrounding (East Spring..."
OLA,Rating: 5,"Posted on March 23, 2022 by Ansar Mohamed Sali",Great value for money! Great Spanish themed facilities. Accessibility to everything you need and want. Best!
350 Corporation Drive,Rating: 5,"Posted on March 23, 2022 by Lily Ash Burn","Perfect for family with children & elderly. Childcare just down below the same block. Elderlycare just on opposite block. Walking distance to Primary & Secondary School, the..."
Simsville,Rating: 0.3,"Posted on March 22, 2022 by Anonymous",Old and noisy so repairwork throughout year
